primary_name,production_budget,domestic_gross,worldwide_gross,domestic_roi,worldwide_roi,averagerating,numvotes,count,total_production_budget,total_domestic_gross,total_worldwide_gross
Don Hall,115000000.0,165992572.66666666,446596933.3333333,1.2989317765656565,3.2913086222222225,7.533333333333332,205020.66666666666,3,345000000,497977718,1339790800
Don Scardino,32000000.0,22537881.0,27392609.0,0.70430878125,0.85601903125,5.9,67549.0,1,32000000,22537881,27392609
Doug Ellin,30000000.0,32363404.0,46438538.0,1.0787801333333333,1.5479512666666666,6.6,71519.0,1,30000000,32363404,46438538
Doug Liman,70250000.0,41212204.25,134175806.75,0.605191941928839,1.7033618240262172,7.025,185395.0,4,281000000,164848817,536703227
Doug Sweetland,70000000.0,72679278.0,183353431.0,1.0382754,2.6193347285714284,6.8,50448.0,1,70000000,72679278,183353431
Douglas McGrath,24000000.0,9659074.0,24474463.0,0.4024614166666667,1.0197692916666667,4.9,18552.0,1,24000000,9659074,24474463
Drake Doremus,250000.0,3395391.0,3728400.0,13.581564,14.9136,6.7,55841.0,1,250000,3395391,3728400
Drew Goddard,31000000.0,29956196.0,49947173.5,0.9799574552083333,1.6344845552083334,7.05,212381.5,2,62000000,59912392,99894347
Drew Pearce,15000000.0,6708137.0,12758799.0,0.44720913333333334,0.8505866,6.1,30586.0,1,15000000,6708137,12758799
Drew Stewart,30000000.0,6916869.0,6916869.0,0.2305623,0.2305623,3.5,68.0,1,30000000,6916869,6916869
Dror Moreh,1500000.0,2408553.0,2592308.0,1.605702,1.7282053333333334,7.6,5214.0,1,1500000,2408553,2592308
Dru Brown,2000000.0,18344729.0,18344729.0,9.1723645,9.1723645,3.8,118.0,1,2000000,18344729,18344729
Duke Johnson,8000000.0,3759286.0,5706168.0,0.46991075,0.713271,7.3,58010.0,1,8000000,3759286,5706168
Duncan Jones,96000000.0,50968941.0,282975390.0,1.00245871875,3.523952425,7.2,338796.5,2,192000000,101937882,565950780
Dustin Hoffman,11000000.0,18388357.0,56178935.0,1.6716688181818182,5.107175909090909,6.8,17979.0,1,11000000,18388357,56178935
Dylan Brown,100000000.0,45216793.0,115149422.0,0.45216793,1.15149422,5.7,3091.0,1,100000000,45216793,115149422
Ebrahim Hatamikia,15000000.0,93589701.0,93589701.0,6.2393134,6.2393134,6.6,1299.0,1,15000000,93589701,93589701
Ed Gass-Donnelly,4000000.0,15179303.0,25448707.0,3.79482575,6.36217675,4.0,15124.0,1,4000000,15179303,25448707
Edgar Wright,27000000.0,66915356.5,137806345.0,2.2357957161764705,4.5421859338235295,7.3,299642.5,2,54000000,133830713,275612690
Edoardo De Angelis,2700000.0,3511417.0,3588305.0,1.3005248148148147,1.3290018518518518,7.1,901.0,1,2700000,3511417,3588305
Eduardo W. Roy Jr.,6000000.0,52302978.0,52302978.0,8.717163,8.717163,7.4,128.0,1,6000000,52302978,52302978
Edward Berger,45000000.0,58617334.0,58617334.0,1.3026074222222221,1.3026074222222221,7.3,900.0,1,45000000,58617334,58617334
Edward Zwick,60000000.0,58697076.0,159946489.0,0.9782846,2.6657748166666666,6.1,121892.0,1,60000000,58697076,159946489
Egle Vertelyte,28000000.0,64378093.0,64474705.0,2.299217607142857,2.302668035714286,7.0,420.0,1,28000000,64378093,64474705
Eisha Marjara,6000000.0,3347411.0,7818479.0,0.5579018333333333,1.3030798333333333,5.9,161.0,1,6000000,3347411,7818479
Eli Roth,11000000.0,13748551.666666666,22611967.0,2.781453311111111,5.904958944444444,5.533333333333334,50615.333333333336,3,33000000,41245655,67835901
Elia Urquiza,70000000.0,18211013.0,73591500.0,0.2601573285714286,1.0513071428571428,8.0,11.0,1,70000000,18211013,73591500
Elias Giannakakis,60000000.0,56451232.0,101134059.0,0.9408538666666667,1.68556765,5.8,28.0,1,60000000,56451232,101134059
Elisabeth Scharang,45000000.0,58617334.0,58617334.0,1.3026074222222221,1.3026074222222221,5.9,108.0,1,45000000,58617334,58617334
Elizabeth Allen Rosenbaum,15000000.0,26167002.0,27469621.0,1.7444668,1.8313080666666666,6.6,16086.0,1,15000000,26167002,27469621
Elizabeth Banks,19500000.0,96568341.5,159395107.5,3.619543856896552,6.517297143103448,5.35,111836.0,2,39000000,193136683,318790215
Elizabeth Berry,50000000.0,10359006.0,10359006.0,0.20718012,0.20718012,6.1,19.0,1,50000000,10359006,10359006
Elzbieta Benkowska,30000000.0,12712093.0,26184400.0,0.42373643333333333,0.8728133333333333,5.1,47.0,1,30000000,12712093,26184400
Emilio Roso,67000000.0,18115927.0,18115927.0,0.2703869701492537,0.2703869701492537,5.2,22.0,1,67000000,18115927,18115927
Emin Alper,3500000.0,12600000.0,12600000.0,3.6,3.6,7.4,2528.0,1,3500000,12600000,12600000
Enrique Begné,3000000.0,3127773.0,7445044.0,1.042591,2.4816813333333334,4.7,876.0,1,3000000,3127773,7445044
Enzo D'Alò,23644623.5,43990905.5,57990905.5,18.45307685494797,18.76418796605908,6.3,224.0,2,47289247,87981811,115981811
Equan Choi,15000000.0,71628180.0,148095566.0,4.775212,9.873037733333334,6.6,18.0,1,15000000,71628180,148095566
Eran Creevy,29200000.0,2280004.0,5466698.0,0.07808232876712329,0.18721568493150684,5.7,13288.0,1,29200000,2280004,5466698
Eric Brevig,80000000.0,100246011.0,204774690.0,1.2530751375,2.559683625,4.6,18934.0,1,80000000,100246011,204774690
Eric Darnell,138500000.0,149871196.5,556931901.0,1.0619006718652038,3.965524419200627,6.75,109704.5,2,277000000,299742393,1113863802
Eric Dean Hordes,15000000.0,12786053.0,24403192.0,0.8524035333333333,1.6268794666666666,5.9,33.0,1,15000000,12786053,24403192
Eric Guillon,75000000.0,264624300.0,1034727750.0,3.528324,13.79637,6.3,92580.0,1,75000000,264624300,1034727750
Erica Milsom,13000000.0,60008303.0,62452927.0,4.616023307692307,4.804071307692308,8.7,22.0,1,13000000,60008303,62452927
Ericson Core,62000000.0,36000434.0,105118274.5,1.0442954675,2.37377208,5.3,53802.0,2,124000000,72000868,210236549
Erik Canuel,30000000.0,31749894.0,48559999.0,1.0583298,1.6186666333333333,6.6,88.0,1,30000000,31749894,48559999
Erik D. Bateman,20000000.0,1190018.0,5345869.0,0.0595009,0.26729345,5.7,13.0,1,20000000,1190018,5345869
Erik White,17000000.0,24719879.0,24719879.0,1.4541105294117647,1.4541105294117647,5.0,10042.0,1,17000000,24719879,24719879
Erika Cohn,50000000.0,47119388.0,76119388.0,0.94238776,1.52238776,7.3,84.0,1,50000000,47119388,76119388
Ernie Barbarash,15666666.666666666,9366309.666666666,28886711.0,0.26836886243386243,0.8260946148148148,5.7,4686.0,3,47000000,28098929,86660133
Espen Sandberg,230000000.0,172558876.0,788241137.0,0.7502559826086956,3.4271353782608696,6.6,228592.0,1,230000000,172558876,788241137
Essi Mitronen,25000000.0,8114270.0,29206732.0,0.3245708,1.16826928,5.4,17.0,1,25000000,8114270,29206732
Esteban Crespo,9000000.0,7710234.0,12898064.0,0.8566926666666667,1.4331182222222223,5.3,2530.0,1,9000000,7710234,12898064
Etan Cohen,41000000.0,60490098.0,74219029.0,1.494056769642857,1.8305194125,4.9,64424.0,2,82000000,120980196,148438058
Ethan Coen,22666666.666666668,71523813.0,116460285.0,2.4881076255411254,4.373049136796538,7.133333333333333,173071.66666666666,3,68000000,214571439,349380855
Ethan Maniquis,12500000.0,26593646.0,46370970.0,2.12749168,3.7096776,6.6,182320.0,1,12500000,26593646,46370970
Eun-Young Park,40000000.0,25584504.0,31192425.0,0.6396126,0.779810625,7.3,58.0,1,40000000,25584504,31192425
Evan Goldberg,44000000.0,6105175.0,12342632.0,0.13875397727272729,0.2805143636363636,6.5,286341.0,1,44000000,6105175,12342632
F. Gary Gray,139000000.0,193481275.0,718514624.0,3.3300614050000004,6.080102909,7.300000000000001,172540.5,2,278000000,386962550,1437029248
F. Javier Gutiérrez,25000000.0,27793018.0,82917283.0,1.11172072,3.31669132,4.5,34151.0,1,25000000,27793018,82917283
Fabrice Gobert,5000000.0,67268835.0,148806510.0,13.453767,29.761302,6.4,971.0,1,5000000,67268835,148806510
Farren Blackburn,10000000.0,6900335.0,11360665.0,0.6900335,1.1360665,4.7,11030.0,1,10000000,6900335,11360665
Faysal Soysal,6250000.0,18594333.5,28500000.0,1.5495277916666668,2.375,6.1,122.0,2,12500000,37188667,57000000
Fede Alvarez,17000000.0,54239856.0,97778356.0,3.1905797647058822,5.751668,6.5,146399.0,1,17000000,54239856,97778356
Feihong Chen,46000000.0,126813153.0,298923419.0,2.7568076739130434,6.4983351956521735,5.0,162.0,1,46000000,126813153,298923419
Felix van Groeningen,25000000.0,7634767.0,13031424.0,0.30539068,0.52125696,7.3,30368.0,1,25000000,7634767,13031424
Fergal Reilly,73000000.0,107509366.0,352327887.0,1.4727310410958905,4.826409410958904,6.3,69624.0,1,73000000,107509366,352327887
Fernando Cortizo,5000000.0,20733485.0,21277770.0,4.146697,4.255554,7.0,514.0,1,5000000,20733485,21277770
Fien Troch,47500000.0,59137647.666666664,143597021.33333334,0.4651540769230769,30.851850194871798,7.2,811.0,3,142500000,177412943,430791064
Floria Sigismondi,9500000.0,3573673.0,5278632.0,0.37617610526315787,0.5556454736842106,6.6,43792.0,1,9500000,3573673,5278632
Florian Henckel von Donnersmarck,100000000.0,67631157.0,278731369.0,0.67631157,2.78731369,6.0,206714.0,1,100000000,67631157,278731369
Francis Lawrence,104400000.0,229822411.2,508638308.6,1.9897743913841754,4.406156776178141,6.839999999999999,289887.8,5,522000000,1149112056,2543191543
Franck Khalfoun,350000.0,10000000.0,10000000.0,28.571428571428573,28.571428571428573,6.1,32534.0,1,350000,10000000,10000000
Frank Coraci,56750000.0,42985481.25,93008881.0,0.7778837157738095,1.6807749021329366,5.725,69835.5,4,227000000,171941925,372035524
Frank Lin,47500000.0,59137647.666666664,143597021.33333334,0.4651540769230769,30.851850194871798,3.9,303.0,3,142500000,177412943,430791064
Frank Miller,65000000.0,13757804.0,40650842.0,0.21165852307692307,0.6253975692307693,6.5,140666.0,1,65000000,13757804,40650842
Frank Pestarino,10000000.0,7316658.0,8378853.0,0.7316658,0.8378853,6.6,347.0,1,10000000,7316658,8378853
Frank Wolf,10000000.0,4365455.0,4690802.0,0.4365455,0.4690802,8.7,25.0,1,10000000,4365455,4690802
François Favrat,42000000.0,70052444.0,131052444.0,1.6679153333333334,3.1202962857142857,6.6,790.0,1,42000000,70052444,131052444
Fred Fougea,60000000.0,44936545.0,105203825.0,0.7489424166666667,1.7533970833333334,6.6,186.0,1,60000000,44936545,105203825
Fredrik Gertten,38000000.0,31811527.0,49678401.0,0.837145447368421,1.3073263421052632,7.3,33.0,1,38000000,31811527,49678401
G.M. Whiting,48000000.0,95308367.0,196308367.0,1.9855909791666666,4.089757645833333,4.4,18.0,1,48000000,95308367,196308367
Gabriel Soriano,20000000.0,12234694.0,17306648.0,0.6117347,0.8653324,8.1,11.0,1,20000000,12234694,17306648
Gabriele Muccino,35000000.0,2000000.0,2000000.0,0.05714285714285714,0.05714285714285714,5.7,27389.0,1,35000000,2000000,2000000
Galen T. Chu,105000000.0,64063008.0,402156682.0,0.6101238857142857,3.830063638095238,5.7,48932.0,1,105000000,64063008,402156682
Gareth Edwards,121375000.0,217351247.0,489954663.75,1.3700571008125,5.7099249278125,6.75,316074.5,4,485500000,869404988,1959818655
Garry Marshall,52000000.0,110485654.0,217569328.0,2.1247241153846153,4.184025538461539,5.7,107171.0,1,52000000,110485654,217569328
Garth Davis,12000000.0,51739495.0,149570720.0,4.311624583333334,12.464226666666667,8.1,181601.0,1,12000000,51739495,149570720
Garth Jennings,75000000.0,270329045.0,634454789.0,3.6043872666666665,8.459397186666667,7.1,115951.0,1,75000000,270329045,634454789
Gary Breslin,70500000.0,107196576.5,427255175.0,0.9379426931034482,3.697068542241379,3.0,162.0,2,141000000,214393153,854510350
Gary Eck,135000000.0,64006466.0,157956466.0,0.47412197037037035,1.1700478962962964,5.9,38396.0,1,135000000,64006466,157956466
Gary Fleder,22000000.0,20158492.0,51695362.0,0.9162950909090909,2.3497891818181817,6.5,98549.0,1,22000000,20158492,51695362
Gary McKendry,70000000.0,25124986.0,65409046.0,0.3589283714285714,0.9344149428571429,6.5,117711.0,1,70000000,25124986,65409046
Gary Ross,65000000.0,214410364.0,350580315.5,2.758167185,4.469393638750001,7.050000000000001,420181.0,2,130000000,428820728,701160631
Gary Shore,70000000.0,55991880.0,220241723.0,0.799884,3.1463103285714284,6.3,164829.0,1,70000000,55991880,220241723
Gary Winick,30000000.0,53032453.0,82148538.0,1.7677484333333333,2.7382846,6.6,86137.0,1,30000000,53032453,82148538
Gavin Hood,61500000.0,40220893.5,81693042.5,1.000031133916084,1.9433884262237762,6.949999999999999,142011.5,2,123000000,80441787,163386085
Gavin O'Connor,30000000.0,33810317.666666664,60316271.0,0.9211124816666666,1.647840425,7.133333333333333,218609.33333333334,3,90000000,101430953,180948813
Gavin Wiesen,4000000.0,1430241.0,1989035.0,0.35756025,0.49725875,6.6,53682.0,1,4000000,1430241,1989035
Genndy Tartakovsky,76666666.66666667,161837750.0,458362024.0,2.1476784185143285,6.14356192341629,6.7,113258.33333333333,3,230000000,485513250,1375086072
George Anton,90000000.0,209028679.0,498438212.0,2.3225408777777776,5.538202355555556,5.4,48.0,1,90000000,209028679,498438212
George Clooney,46500000.0,59497077.0,118219336.5,1.4478585838509317,2.8235024701863356,6.6,162527.5,2,93000000,118994154,236438673
George Hickenlooper,12500000.0,2039869.0,2272186.0,0.16318952,0.18177488,6.2,16191.0,1,12500000,2039869,2272186
George Miller,142500000.0,108821410.0,264027243.0,0.7491821651851851,1.818684014814815,7.0,409653.0,2,285000000,217642820,528054486
George Nolfi,40600000.0,34698805.0,67075907.5,0.7337885997943709,1.380715741228634,6.25,116853.0,2,81200000,69397610,134151815
George Tillman Jr.,27000000.0,30135206.666666668,44887846.0,1.120613994600739,1.6308701670574024,6.966666666666666,60509.333333333336,3,81000000,90405620,134663538
Gerard McMurray,13000000.0,69488745.0,136617305.0,5.345288076923077,10.509023461538462,5.1,41741.0,1,13000000,69488745,136617305
Gerardo Naranjo,15000000.0,14998027.0,15362298.0,0.9998684666666666,1.0241532,6.5,8092.0,1,15000000,14998027,15362298
Gigisha Abashidze,18000000.0,150086800.0,270944428.0,8.338155555555556,15.052468222222222,7.6,18.0,1,18000000,150086800,270944428
Gil Kenan,22850000.0,61065572.0,108709544.0,4.168437253004005,7.054526706675567,4.9,51538.0,2,45700000,122131144,217419088
Gillian Hrankowski,25000000.0,17501244.0,21038441.0,0.70004976,0.84153764,6.8,102.0,1,25000000,17501244,21038441
Gillian Robespierre,1000000.0,3122616.0,3324070.0,3.122616,3.32407,6.8,21536.0,1,1000000,3122616,3324070
Gina Prince-Bythewood,7000000.0,14618727.0,14618727.0,2.0883895714285714,2.0883895714285714,6.9,14122.0,1,7000000,14618727,14618727
Giriraj Ghimire,14000000.0,11242801.0,20597806.0,0.8030572142857143,1.4712718571428571,8.9,23.0,1,14000000,11242801,20597806
Glenn Ficarra,50000000.0,38473148.5,96708223.5,0.7440923989010989,1.6549666054945056,6.6,119206.0,2,100000000,76946297,193416447
Glenn Payne,72000000.0,32616869.0,54616869.0,0.45301206944444444,0.758567625,8.4,25.0,1,72000000,32616869,54616869
Gonzalo López-Gallego,5000000.0,17686929.0,26517819.0,3.5373858,5.3035638,5.2,51427.0,1,5000000,17686929,26517819
Gore Verbinski,205000000.0,106389861.0,252863357.5,0.6196919521885522,1.3828222292929293,6.800000000000001,212294.0,2,410000000,212779722,505726715
Graham Annable,60000000.0,50837305.0,111946251.0,0.8472884166666667,1.86577085,6.8,50763.0,1,60000000,50837305,111946251
Grant S. Johnson,5000000.0,14600000.0,19600000.0,2.92,3.92,8.6,19.0,1,5000000,14600000,19600000
Greg A. Sager,7000000.0,23247539.0,23393939.0,3.321077,3.3419912857142857,4.4,1098.0,1,7000000,23247539,23393939
Greg Berlanti,24000000.0,47100511.0,85704235.0,2.743615484210526,4.669292663157895,7.1,97326.0,2,48000000,94201022,171408470
Greg McLean,4500000.0,10460197.0,11345617.5,2.3608787500000004,2.541580825,5.25,25406.5,2,9000000,20920394,22691235
Greg Mottola,40000000.0,37412945.0,101162106.0,0.935323625,2.52905265,7.0,220567.0,1,40000000,37412945,101162106
Greg Strause,10000000.0,21416355.0,68264973.0,2.1416355,6.8264973,4.4,83710.0,1,10000000,21416355,68264973
Greg Tiernan,19000000.0,97670358.0,141344255.0,5.140545157894737,7.439171315789474,6.2,159111.0,1,19000000,97670358,141344255
Gregor Frei,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Gregory Jacobs,14500000.0,66013057.0,123660597.0,4.552624620689655,8.52831703448276,5.6,48497.0,1,14500000,66013057,123660597
Gregory Plotkin,7750000.0,14702277.5,48039302.5,1.9246226545454546,5.545171518181818,5.05,15511.5,2,15500000,29404555,96078605
Greta Gerwig,10000000.0,48958273.0,78610769.0,4.8958273,7.8610769,7.4,177677.0,1,10000000,48958273,78610769
Griffin Dunne,10000000.0,8840453.0,31164747.0,0.8840453,3.1164747,4.3,92980.0,1,10000000,8840453,31164747
Guel Arraes,53000000.0,22852487.0,22852487.0,0.431179,0.431179,6.4,506.0,1,53000000,22852487,22852487
Guillermo del Toro,88166666.66666667,65584220.333333336,227253518.0,1.4586420447961395,4.52225347900871,6.8999999999999995,290355.3333333333,3,264500000,196752661,681760554
Gus Van Sant,11500000.0,3880825.5,7583536.5,0.26349782916666664,0.5864340041666667,6.699999999999999,25697.5,2,23000000,7761651,15167073
Gustavo Goulart,13000000.0,57924679.0,95638592.0,4.455744538461539,7.356814769230769,6.9,104.0,1,13000000,57924679,95638592
Gustavo Rondón Córdova,30000000.0,36918811.0,51078541.0,1.2306270333333333,1.7026180333333334,6.6,325.0,1,30000000,36918811,51078541
Guy Ritchie,127500000.0,172527004.25,449644578.0,2.709208932346154,6.621843763664835,7.275,169585.25,4,510000000,690108017,1798578312
Hadrian Hooks,56200000.0,128002372.0,213116401.0,2.277622277580071,3.7921067793594307,2.6,167.0,1,56200000,128002372,213116401
Hal Burdick,8000000.0,25928550.0,47782426.0,3.24106875,5.97280325,5.3,313.0,1,8000000,25928550,47782426
Hallie Meyers-Shyer,15000000.0,27020284.0,37336874.0,1.8013522666666666,2.489124933333333,5.8,22614.0,1,15000000,27020284,37336874
Han Lee,12000000.0,65532576.0,65532576.0,5.461048,5.461048,7.1,133.0,1,12000000,65532576,65532576
Hank Levine,4000000.0,21750000.0,21750000.0,5.4375,5.4375,7.2,27.0,1,4000000,21750000,21750000
Hanna Aneröd,150000000.0,412563408.0,821133378.0,2.75042272,5.47422252,6.9,13.0,1,150000000,412563408,821133378
Hanro Smitsman,19500000.0,14600422.5,31450279.0,0.5741833269230769,1.5530239615384616,7.6,96.0,2,39000000,29200845,62900558
Hans Petter Moland,60000000.0,32138862.0,62599159.0,0.5356477,1.0433193166666668,6.2,27648.0,1,60000000,32138862,62599159
Hans Rodionoff,8475000.0,1161296.5,11297026.0,0.07258103125,0.706064125,4.6,77.0,2,16950000,2322593,22594052
Hanung Bramantyo,7500000.0,27897953.5,51773041.5,4.9791586,8.126228,8.0,34.0,2,15000000,55795907,103546083
Hao Ning,1000000.0,1067481.0,2684207.0,1.067481,2.684207,7.3,1756.0,1,1000000,1067481,2684207
Harald Zwart,36000000.0,99524199.0,172852021.0,5.428719627777777,7.137470327777777,6.1000000000000005,138246.0,3,108000000,298572597,518556063
Harmony Korine,5000000.0,14124286.0,31149251.0,2.8248572,6.2298502,5.3,126504.0,1,5000000,14124286,31149251
Harris Demel,14000000.0,1755212.0,4289993.0,0.12537228571428571,0.3064280714285714,6.0,440.0,1,14000000,1755212,4289993
Hayden Schlossberg,50000000.0,56758835.0,236799211.0,1.1351767,4.73598422,6.7,192250.0,1,50000000,56758835,236799211
Hem Raj B.C.,4800000.0,47326473.0,82241110.0,9.859681875,17.13356458333333,6.4,24.0,1,4800000,47326473,82241110
Henry Joost,10000000.0,65504256.0,140170040.0,11.1716699,24.5013938,5.633333333333333,82293.0,3,30000000,196512768,420510120
Hermine Huntgeburth,6500000.0,24103594.0,24103594.0,3.7082452307692306,3.7082452307692306,5.8,249.0,1,6500000,24103594,24103594
Houman Seyyedi,2000000.0,4601043.0,9505996.0,2.3005215,4.752998,6.3,535.0,1,2000000,4601043,9505996
Hrant Yeritskinyan,35200000.0,37788228.0,38283765.0,1.0735292045454545,1.0876069602272727,7.9,67.0,1,35200000,37788228,38283765
Hyun-jin Lee,40000000.0,25584504.0,31192425.0,0.6396126,0.779810625,7.3,58.0,1,40000000,25584504,31192425
Ignas Jonynas,14000000.0,16866382.5,19409902.0,0.6822486733333333,0.7913227866666668,7.2,1479.0,2,28000000,33732765,38819804
Igor Kinko,17250000.0,9120632.5,12495275.0,0.5522129222972972,0.7631280785472973,6.5,33.0,2,34500000,18241265,24990550
Ilya Naishuller,2000000.0,9252038.0,17187434.0,4.626019,8.593717,6.7,78226.0,1,2000000,9252038,17187434
In-ho Hwang,3250000.0,20734605.0,35620406.5,5.780254333333334,8.757414633333333,6.7,1641.5,2,6500000,41469210,71240813
In-je Park,4500000.0,10400000.0,10400000.0,2.311111111111111,2.311111111111111,6.4,295.0,1,4500000,10400000,10400000
Inari Niemi,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,76.0,1,5500000,1060512,1060512
Indra Gunawan,28000000.0,50255310.0,77477297.0,1.7948325,2.7670463214285714,8.8,53.0,1,28000000,50255310,77477297
Isao Yukisada,1900000.0,4600000.0,4600000.0,2.4210526315789473,2.4210526315789473,6.3,409.0,1,1900000,4600000,4600000
Ivan Reitman,25000000.0,49752228.5,89537779.0,1.9900891399999998,3.58151116,6.5,123237.5,2,50000000,99504457,179075558
J Blakeson,38000000.0,34912982.0,111336398.0,0.9187626842105263,2.9299052105263157,5.2,90788.0,1,38000000,34912982,111336398
J. Jesses Smith,7500000.0,27897953.5,51773041.5,4.9791586,8.126228,7.8,12.0,2,15000000,55795907,103546083
J.A. Bayona,84333333.33333333,146826821.66666666,507259311.6666667,1.00655599751482,4.333396429708162,7.099999999999999,155767.66666666666,3,253000000,440480465,1521777935
J.C. Chandor,11700000.0,5551360.0,14640051.0,0.9310204088235294,3.2260581985294117,7.05,83714.5,2,23400000,11102720,29280102
J.D. Dillard,250000.0,3930990.0,3934450.0,15.72396,15.7378,5.9,7074.0,1,250000,3930990,3934450
J.J. Abrams,120000000.0,177891420.0,362677164.5,1.8720908978947368,3.8096789868421053,7.35,383055.0,2,240000000,355782840,725354329
J.R. Sawyers,20000000.0,38583626.0,70652284.0,1.9291813,3.5326142,6.8,88.0,1,20000000,38583626,70652284
J.W. Myers,45000000.0,19719930.0,29406132.0,0.43822066666666665,0.6534696,6.3,164.0,1,45000000,19719930,29406132
Jaan Tootsen,30000000.0,12712093.0,26184400.0,0.42373643333333333,0.8728133333333333,7.2,74.0,1,30000000,12712093,26184400
Jacek Lusinski,90000000.0,78765986.0,244041804.0,0.8751776222222222,2.7115756,4.6,54.0,1,90000000,78765986,244041804
Jacob Ennis,3000000.0,9012000.0,9012000.0,3.004,3.004,2.3,179.0,1,3000000,9012000,9012000
Jacques Audiard,23500000.0,1695925.5,10423706.5,0.05517794444444444,0.6009547807017543,7.1,22223.5,2,47000000,3391851,20847413
Jae-ho Lee,40000000.0,25584504.0,31192425.0,0.6396126,0.779810625,7.3,58.0,1,40000000,25584504,31192425
Jai-hong Juhn,7000000.0,24801212.0,36964656.0,3.543030285714286,5.280665142857143,5.6,107.0,1,7000000,24801212,36964656
Jaishankar Chigurula,35000000.0,81159365.0,159846429.0,2.318839,4.567040828571429,7.2,23.0,1,35000000,81159365,159846429
Jake Kasdan,49666666.666666664,181115081.66666666,435338233.0,3.5789005681773873,8.40259432880117,5.933333333333334,174814.66666666666,3,149000000,543345245,1306014699
Jake Myers,80000000.0,76118990.0,142783718.0,0.951487375,1.784796475,5.8,688.0,1,80000000,76118990,142783718
Jake Schreier,7250000.0,17658886.0,45192420.0,1.9968396,4.5473080333333336,6.699999999999999,73485.5,2,14500000,35317772,90384840
Jake Szymanski,33000000.0,46009673.0,75898100.0,1.3942325151515151,2.2999424242424245,6.0,74849.0,1,33000000,46009673,75898100
Jakub Paczek,55000000.0,21226204.0,60209334.0,0.3859309818181818,1.0947151636363637,3.4,37.0,1,55000000,21226204,60209334
James Bobin,90000000.0,72282398.66666667,172404111.66666666,1.1177269123588829,2.216061517567835,6.566666666666667,63907.0,3,270000000,216847196,517212335
James DeMonaco,7333333.333333333,71692701.66666667,107105396.33333333,12.448892259259258,18.22214364074074,6.066666666666666,130002.0,3,22000000,215078105,321316189
James Demo,50000000.0,41263140.0,62967368.0,0.8252628,1.25934736,7.9,30.0,1,50000000,41263140,62967368
James Duffy,10000000.0,8840453.0,31164747.0,0.8840453,3.1164747,4.3,92980.0,1,10000000,8840453,31164747
James Foley,55000000.0,107420885.0,376374555.5,1.953107,6.843173736363637,4.55,62799.5,2,110000000,214841770,752749111
James Franco,12500000.0,10560308.0,14465924.5,1.0560308,1.44302275,6.75,57463.0,2,25000000,21120616,28931849
James Gray,23000000.0,5293897.5,12353417.0,0.20582614999999999,0.5223953104166666,6.6,46546.5,2,46000000,10587795,24706834
James Gunn,60833333.333333336,114113427.0,267542065.33333334,0.9916558843137255,2.6295208999999997,6.3999999999999995,370659.3333333333,3,182500000,342340281,802626196
James Howarth,5000000.0,34469210.0,64240813.0,6.893842,12.8481626,4.8,12.0,1,5000000,34469210,64240813
James Kent,10000000.0,1822250.0,6646669.0,0.182225,0.6646669,7.3,23632.0,1,10000000,1822250,6646669
James Mangold,119666666.66666667,145085651.66666666,430223205.3333333,1.195855269481532,3.5596889366787905,7.033333333333332,377132.0,3,359000000,435256955,1290669616
James Marsh,15000000.0,35893537.0,123327692.0,2.3929024666666665,8.221846133333333,7.7,361534.0,1,15000000,35893537,123327692
James Mather,20000000.0,14326865.0,33943049.0,0.71634325,1.69715245,6.1,89554.0,1,20000000,14326865,33943049
James McTeigue,17333333.333333332,20949620.666666668,27905567.333333332,2.8074892564102565,3.27691990982906,5.8,39448.666666666664,3,52000000,62848862,83716702
James Ponsoldt,10250000.0,13675407.5,23784407.5,1.9399787555555554,2.5126086444444446,6.199999999999999,103211.5,2,20500000,27350815,47568815
James Powell,20000000.0,111035005.0,245303505.0,5.55175025,12.26517525,8.2,84.0,1,20000000,111035005,245303505
James Wan,92875000.0,219869529.5,770872115.25,11.707043756990132,24.41049176995614,7.175000000000001,312458.0,4,371500000,879478118,3083488461
James Watkins,15000000.0,54333290.0,128955898.0,3.6222193333333332,8.597059866666667,6.4,165357.0,1,15000000,54333290,128955898
Jamie Buckner,5000000.0,138141585.0,278964806.0,27.628317,55.7929612,2.9,557.0,1,5000000,138141585,278964806
Jamil Hendi,4000000.0,9427026.0,19174817.0,2.3567565,4.79370425,6.7,67.0,1,4000000,9427026,19174817
Jan Gassmann,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Jane Alexandra Foster,9000000.0,2956339.0,3922043.0,0.3284821111111111,0.43578255555555556,7.0,31.0,1,9000000,2956339,3922043
Jane Lipsitz,12000000.0,25326071.0,32700439.0,2.110505916666667,2.7250365833333334,5.9,13034.0,1,12000000,25326071,32700439
Jared Bush,150000000.0,341268248.0,1019429616.0,2.275121653333333,6.79619744,8.0,383446.0,1,150000000,341268248,1019429616
Jared Cohn,4500000.0,3802260.0,7011317.0,0.8449466666666666,1.5580704444444444,3.5,1931.0,1,4500000,3802260,7011317
Jason Bateman,10000000.0,7779614.0,7843145.0,0.7779614,0.7843145,6.7,44061.0,1,10000000,7779614,7843145
